work_year,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,experience_label,employment_label,company_size_label,work_setting,salary_band,is_us_company,exp_order
2021,Machine Learning Engineer,85000,NL,100,DE,Entry-Level,Full-Time,Small,Remote,50K-100K,0,1
2021,Data Scientist,77684,FR,50,FR,Senior,Full-Time,Medium,Hybrid,50K-100K,0,3
2021,Data Scientist,100000,US,100,US,Entry-Level,Full-Time,Medium,Remote,50K-100K,1,1
2021,Data Scientist,58000,US,50,US,Entry-Level,Full-Time,Large,Hybrid,50K-100K,1,1
2021,AI Scientist,55000,ES,100,ES,Senior,Full-Time,Large,Remote,50K-100K,0,3
2021,Data Scientist,20171,TR,50,TR,Senior,Full-Time,Large,Hybrid,<50K,0,3
2021,Business Data Analyst,59102,LU,100,LU,Entry-Level,Full-Time,Large,Remote,50K-100K,0,1
2021,Data Engineer,112000,US,100,US,Mid-Level,Full-Time,Large,Remote,100K-150K,1,2
2021,Research Scientist,100000,JE,0,CN,Entry-Level,Full-Time,Large,On-Site,50K-100K,0,1
2021,Data Engineer,69741,NL,100,NL,Mid-Level,Part-Time,Large,Remote,50K-100K,0,2
2021,Staff Data Scientist,105000,US,100,US,Senior,Contract,Medium,Remote,100K-150K,1,3
2021,Research Scientist,69999,CZ,50,CZ,Mid-Level,Full-Time,Large,Hybrid,50K-100K,0,2
2021,Data Science Manager,94665,IN,50,IN,Senior,Full-Time,Large,Hybrid,50K-100K,0,3
2021,Head of Data,102839,SI,100,SI,Senior,Full-Time,Large,Remote,100K-150K,0,3
2021,Data Scientist,109000,US,50,US,Mid-Level,Full-Time,Large,Hybrid,100K-150K,1,2
2021,Machine Learning Engineer,51064,IT,50,IT,Mid-Level,Full-Time,Large,Hybrid,50K-100K,0,2
2022,Data Engineer,135000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,155000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Analyst,120600,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Scientist,130000,US,0,US,Mid-Level,Full-Time,Medium,On-Site,100K-150K,1,2
2022,Data Scientist,90000,US,0,US,Mid-Level,Full-Time,Medium,On-Site,50K-100K,1,2
2022,Data Engineer,170000,US,100,US,Mid-Level,Full-Time,Medium,Remote,150K-200K,1,2
2022,Data Engineer,150000,US,100,US,Mid-Level,Full-Time,Medium,Remote,100K-150K,1,2
2022,Data Analyst,102100,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,84900,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Scientist,136620,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Scientist,99360,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Scientist,117789,GB,0,GB,Senior,Full-Time,Medium,On-Site,100K-150K,0,3
2022,Data Scientist,104702,GB,0,GB,Senior,Full-Time,Medium,On-Site,100K-150K,0,3
2022,Data Scientist,146000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Scientist,123000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,52351,GB,100,GB,Entry-Level,Full-Time,Medium,Remote,50K-100K,0,1
2022,Data Analyst,99000,US,0,US,Senior,Full-Time,Medium,On-Site,50K-100K,1,3
2022,Data Analyst,116000,US,0,US,Senior,Full-Time,Medium,On-Site,100K-150K,1,3
2022,Data Analyst,106260,US,0,US,Mid-Level,Full-Time,Medium,On-Site,100K-150K,1,2
2022,Data Analyst,126500,US,0,US,Mid-Level,Full-Time,Medium,On-Site,100K-150K,1,2
2022,Data Engineer,242000,US,100,US,Executive,Full-Time,Medium,Remote,200K+,1,4
2022,Data Engineer,200000,US,100,US,Executive,Full-Time,Medium,Remote,150K-200K,1,4
2022,Data Scientist,65438,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,Data Scientist,39263,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,<50K,0,2
2022,Data Engineer,78526,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,Data Engineer,52351,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,Data Scientist,165220,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Engineer,45807,GB,100,GB,Entry-Level,Full-Time,Medium,Remote,<50K,0,1
2022,Data Scientist,120160,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,90320,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Engineer,181940,US,0,US,Senior,Full-Time,Medium,On-Site,150K-200K,1,3
2022,Data Engineer,132320,US,0,US,Senior,Full-Time,Medium,On-Site,100K-150K,1,3
2022,Data Engineer,220110,US,0,US,Senior,Full-Time,Medium,On-Site,200K+,1,3
2022,Data Engineer,160080,US,0,US,Senior,Full-Time,Medium,On-Site,150K-200K,1,3
2022,Data Scientist,180000,US,0,US,Senior,Full-Time,Large,On-Site,150K-200K,1,3
2022,Data Scientist,120000,US,0,US,Senior,Full-Time,Large,On-Site,100K-150K,1,3
2022,Data Analyst,124190,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,130000,US,100,US,Executive,Full-Time,Medium,Remote,100K-150K,1,4
2022,Data Analyst,110000,US,100,US,Executive,Full-Time,Medium,Remote,100K-150K,1,4
2022,Data Analyst,170000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Analyst,115500,US,100,US,Mid-Level,Full-Time,Medium,Remote,100K-150K,1,2
2022,Data Analyst,112900,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,90320,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Analyst,112900,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,90320,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Engineer,165400,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Engineer,132320,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,167000,US,100,US,Mid-Level,Full-Time,Medium,Remote,150K-200K,1,2
2022,Data Engineer,243900,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Analyst,136600,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,109280,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,128875,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,93700,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Head of Data Science,224000,US,100,US,Executive,Full-Time,Medium,Remote,200K+,1,4
2022,Head of Data Science,167875,US,100,US,Executive,Full-Time,Medium,Remote,150K-200K,1,4
2022,Analytics Engineer,175000,US,100,US,Executive,Full-Time,Medium,Remote,150K-200K,1,4
2022,Data Engineer,156600,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Engineer,108800,US,0,US,Senior,Full-Time,Medium,On-Site,100K-150K,1,3
2022,Data Scientist,95550,US,0,US,Senior,Full-Time,Medium,On-Site,50K-100K,1,3
2022,Data Engineer,113000,US,0,US,Senior,Full-Time,Large,On-Site,100K-150K,1,3
2022,Data Analyst,135000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Science Manager,161342,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Science Manager,137141,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Scientist,167000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Scientist,123000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,78526,GB,0,GB,Senior,Full-Time,Medium,On-Site,50K-100K,0,3
2022,Data Engineer,65438,GB,0,GB,Senior,Full-Time,Medium,On-Site,50K-100K,0,3
2022,Data Scientist,150000,US,0,US,Senior,Full-Time,Medium,On-Site,100K-150K,1,3
2022,Data Scientist,211500,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Architect,192400,CA,100,CA,Senior,Full-Time,Medium,Remote,150K-200K,0,3
2022,Data Architect,90700,CA,100,CA,Senior,Full-Time,Medium,Remote,50K-100K,0,3
2022,Data Analyst,130000,CA,100,CA,Senior,Full-Time,Medium,Remote,100K-150K,0,3
2022,Data Analyst,61300,CA,100,CA,Senior,Full-Time,Medium,Remote,50K-100K,0,3
2022,Data Analyst,130000,CA,100,CA,Senior,Full-Time,Medium,Remote,100K-150K,0,3
2022,Data Analyst,61300,CA,100,CA,Senior,Full-Time,Medium,Remote,50K-100K,0,3
2022,Data Engineer,160000,US,0,US,Senior,Full-Time,Large,On-Site,150K-200K,1,3
2022,Data Scientist,138600,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,136000,US,0,US,Senior,Full-Time,Medium,On-Site,100K-150K,1,3
2022,Data Analyst,58000,US,0,US,Mid-Level,Full-Time,Small,On-Site,50K-100K,1,2
2022,Analytics Engineer,135000,US,100,US,Executive,Full-Time,Medium,Remote,100K-150K,1,4
2022,Data Scientist,170000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Scientist,123000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Machine Learning Engineer,189650,US,0,US,Senior,Full-Time,Medium,On-Site,150K-200K,1,3
2022,Machine Learning Engineer,164996,US,0,US,Senior,Full-Time,Medium,On-Site,150K-200K,1,3
2022,ETL Developer,54957,GR,0,GR,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,ETL Developer,54957,GR,0,GR,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,Lead Data Engineer,118187,CA,100,CA,Executive,Full-Time,Small,Remote,100K-150K,0,4
2022,Data Analyst,132000,US,0,US,Senior,Full-Time,Medium,On-Site,100K-150K,1,3
2022,Data Engineer,165400,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Architect,208775,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Architect,147800,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,136994,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,101570,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,128875,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,93700,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Head of Machine Learning,79039,IN,50,IN,Executive,Full-Time,Large,Hybrid,50K-100K,0,4
2022,Data Engineer,132320,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Machine Learning Engineer,37300,GB,100,GB,Entry-Level,Full-Time,Large,Remote,<50K,0,1
2022,Data Analyst,164000,US,0,US,Senior,Full-Time,Medium,On-Site,150K-200K,1,3
2022,Data Engineer,155000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Machine Learning Engineer,124333,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,100K-150K,0,2
2022,Machine Learning Engineer,98158,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,AI Scientist,120000,US,0,US,Mid-Level,Full-Time,Medium,On-Site,100K-150K,1,2
2022,Data Analyst,112900,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,90320,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Analytics Manager,145000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analytics Manager,105400,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Machine Learning Engineer,87932,FR,100,DE,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Engineer,117789,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,100K-150K,0,2
2022,Data Scientist,215300,US,100,US,Senior,Full-Time,Large,Remote,200K+,1,3
2022,Data Scientist,158200,US,100,US,Senior,Full-Time,Large,Remote,150K-200K,1,3
2022,Data Engineer,209100,US,100,US,Senior,Full-Time,Large,Remote,200K+,1,3
2022,Data Engineer,154600,US,100,US,Senior,Full-Time,Large,Remote,150K-200K,1,3
2022,Data Analyst,115934,US,0,US,Senior,Full-Time,Medium,On-Site,100K-150K,1,3
2022,Data Analyst,81666,US,0,US,Senior,Full-Time,Medium,On-Site,50K-100K,1,3
2022,Data Engineer,175000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Engineer,98158,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,Data Analyst,58000,US,0,US,Mid-Level,Full-Time,Small,On-Site,50K-100K,1,2
2022,Data Engineer,183600,US,100,US,Senior,Full-Time,Large,Remote,150K-200K,1,3
2022,Data Analyst,52351,GB,100,GB,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Scientist,180000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Scientist,71982,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,Data Scientist,45807,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,<50K,0,2
2022,Data Engineer,65949,GR,100,GR,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Engineer,49461,GR,100,GR,Mid-Level,Full-Time,Medium,Remote,<50K,0,2
2022,Data Engineer,78526,GB,100,GB,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Engineer,58894,GB,100,GB,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Scientist,260000,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Science Engineer,60000,AR,100,MX,Senior,Full-Time,Large,Remote,50K-100K,0,3
2022,Data Engineer,63900,US,0,US,Mid-Level,Full-Time,Medium,On-Site,50K-100K,1,2
2022,Machine Learning Scientist,160000,US,100,US,Mid-Level,Full-Time,Large,Remote,150K-200K,1,2
2022,Machine Learning Scientist,112300,US,100,US,Mid-Level,Full-Time,Large,Remote,100K-150K,1,2
2022,Data Science Manager,241000,US,100,US,Mid-Level,Full-Time,Medium,Remote,200K+,1,2
2022,Data Science Manager,159000,US,100,US,Mid-Level,Full-Time,Medium,Remote,150K-200K,1,2
2022,Data Scientist,180000,US,0,US,Senior,Full-Time,Medium,On-Site,150K-200K,1,3
2022,Data Scientist,80000,US,0,US,Senior,Full-Time,Medium,On-Site,50K-100K,1,3
2022,Data Engineer,82900,US,0,US,Mid-Level,Full-Time,Medium,On-Site,50K-100K,1,2
2022,Data Engineer,100800,US,100,US,Senior,Full-Time,Large,Remote,100K-150K,1,3
2022,Data Engineer,49461,ES,100,ES,Mid-Level,Full-Time,Medium,Remote,<50K,0,2
2022,Data Scientist,140400,US,0,US,Senior,Full-Time,Large,On-Site,100K-150K,1,3
2022,Data Analyst,39263,GB,100,GB,Mid-Level,Full-Time,Medium,Remote,<50K,0,2
2022,Data Analyst,43966,ES,100,ES,Mid-Level,Full-Time,Medium,Remote,<50K,0,2
2022,Data Analyst,32974,ES,100,ES,Mid-Level,Full-Time,Medium,Remote,<50K,0,2
2022,Data Engineer,87932,ES,100,ES,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Engineer,76940,ES,100,ES,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Engineer,104702,GB,100,GB,Mid-Level,Full-Time,Medium,Remote,100K-150K,0,2
2022,Data Engineer,91614,GB,100,GB,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Engineer,65949,ES,100,ES,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Engineer,87932,GR,100,GR,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Machine Learning Engineer,189650,US,0,US,Senior,Full-Time,Medium,On-Site,150K-200K,1,3
2022,Machine Learning Engineer,164996,US,0,US,Senior,Full-Time,Medium,On-Site,150K-200K,1,3
2022,Data Analyst,43966,GR,100,GR,Mid-Level,Full-Time,Medium,Remote,<50K,0,2
2022,Data Analyst,32974,GR,100,GR,Mid-Level,Full-Time,Medium,Remote,<50K,0,2
2022,Data Engineer,98158,GB,100,GB,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Engineer,78526,GB,100,GB,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Scientist,215300,US,0,US,Senior,Full-Time,Large,On-Site,200K+,1,3
2022,Data Engineer,76940,GR,100,GR,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Engineer,209100,US,100,US,Senior,Full-Time,Large,Remote,200K+,1,3
2022,Data Engineer,154600,US,100,US,Senior,Full-Time,Large,Remote,150K-200K,1,3
2022,Data Engineer,180000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,ML Engineer,21983,PT,100,PT,Entry-Level,Full-Time,Large,Remote,<50K,0,1
2022,Data Engineer,80000,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Machine Learning Developer,78791,CA,100,CA,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Director of Data Science,196979,CA,50,CA,Executive,Full-Time,Large,Hybrid,150K-200K,0,4
2022,Machine Learning Engineer,120000,US,100,US,Mid-Level,Full-Time,Small,Remote,100K-150K,1,2
2022,Computer Vision Engineer,125000,US,0,US,Entry-Level,Full-Time,Medium,On-Site,100K-150K,1,1
2022,NLP Engineer,37236,US,50,US,Mid-Level,Full-Time,Large,Hybrid,<50K,1,2
2022,Data Engineer,105000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Lead Machine Learning Engineer,87932,DE,0,DE,Senior,Full-Time,Medium,On-Site,50K-100K,0,3
2022,Business Data Analyst,18442,IN,100,IN,Mid-Level,Full-Time,Medium,Remote,<50K,0,2
2022,Data Scientist,31615,IN,100,IN,Mid-Level,Full-Time,Large,Remote,<50K,0,2
2022,Machine Learning Infrastructure Engineer,58255,PT,50,PT,Mid-Level,Full-Time,Large,Hybrid,50K-100K,0,2
2022,Financial Data Analyst,100000,US,50,US,Entry-Level,Full-Time,Large,Hybrid,50K-100K,1,1
2022,Data Engineer,54957,DE,50,DE,Mid-Level,Part-Time,Large,Hybrid,50K-100K,0,2
2022,Data Scientist,18442,IN,100,IN,Entry-Level,Full-Time,Medium,Remote,<50K,0,1
2022,Principal Data Scientist,162674,DE,100,DE,Senior,Full-Time,Medium,Remote,150K-200K,0,3
2022,Data Engineer,120000,US,100,US,Entry-Level,Full-Time,Medium,Remote,100K-150K,1,1
2022,Research Scientist,144000,US,50,US,Senior,Full-Time,Large,Hybrid,100K-150K,1,3
2022,Data Scientist,104890,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,100000,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Scientist,140000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,135000,US,100,US,Mid-Level,Full-Time,Medium,Remote,100K-150K,1,2
2022,Data Analyst,50000,US,100,US,Mid-Level,Full-Time,Medium,Remote,<50K,1,2
2022,Data Scientist,220000,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Scientist,140000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Scientist,183228,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,150K-200K,0,2
2022,Data Scientist,91614,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,Data Scientist,185100,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Machine Learning Engineer,220000,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Scientist,200000,US,100,US,Mid-Level,Full-Time,Medium,Remote,150K-200K,1,2
2022,Data Scientist,120000,US,100,US,Mid-Level,Full-Time,Medium,Remote,100K-150K,1,2
2022,Machine Learning Engineer,120000,AE,100,AE,Senior,Full-Time,Small,Remote,100K-150K,0,3
2022,Machine Learning Engineer,65000,AE,100,AE,Senior,Full-Time,Small,Remote,50K-100K,0,3
2022,Data Engineer,324000,US,100,US,Executive,Full-Time,Medium,Remote,200K+,1,4
2022,Data Engineer,216000,US,100,US,Executive,Full-Time,Medium,Remote,200K+,1,4
2022,Data Engineer,210000,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Machine Learning Engineer,120000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Scientist,230000,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Scientist,100000,DZ,50,DZ,Entry-Level,Part-Time,Medium,Hybrid,50K-100K,0,1
2022,Data Scientist,100000,CA,100,US,Mid-Level,Freelance,Medium,Remote,50K-100K,1,2
2022,Applied Machine Learning Scientist,31875,TN,100,CZ,Entry-Level,Contract,Medium,Remote,<50K,0,1
2022,Head of Data,200000,MY,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Principal Data Analyst,75000,CA,100,CA,Mid-Level,Full-Time,Small,Remote,50K-100K,0,2
2022,Data Scientist,35590,PL,100,PL,Mid-Level,Full-Time,Large,Remote,<50K,0,2
2022,Machine Learning Developer,78791,CA,100,CA,Senior,Full-Time,Medium,Remote,50K-100K,0,3
2022,Data Scientist,100000,BR,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Machine Learning Scientist,153000,US,50,US,Mid-Level,Full-Time,Medium,Hybrid,150K-200K,1,2
2022,Data Engineer,58035,PK,100,DE,Entry-Level,Full-Time,Medium,Remote,50K-100K,0,1
2022,Data Scientist,165000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Research Scientist,93427,FR,50,FR,Senior,Full-Time,Large,Hybrid,50K-100K,0,3
2022,Data Scientist,52396,CA,100,CA,Entry-Level,Full-Time,Large,Remote,50K-100K,0,1
2022,Machine Learning Engineer,62651,NL,100,NL,Senior,Full-Time,Large,Remote,50K-100K,0,3
2022,Head of Data,32974,EE,100,EE,Mid-Level,Full-Time,Small,Remote,<50K,0,2
2022,Data Scientist,40000,JP,100,MY,Entry-Level,Full-Time,Large,Remote,<50K,0,1
2022,Machine Learning Engineer,87425,AU,100,AU,Mid-Level,Full-Time,Large,Remote,50K-100K,0,2
2022,Data Engineer,115000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Scientist,86703,AU,50,AU,Entry-Level,Full-Time,Medium,Hybrid,50K-100K,0,1
2022,Applied Machine Learning Scientist,75000,BO,100,US,Mid-Level,Full-Time,Large,Remote,50K-100K,1,2
2022,Research Scientist,64849,AT,0,AT,Mid-Level,Full-Time,Large,On-Site,50K-100K,0,2
2022,Research Scientist,120000,US,100,US,Entry-Level,Full-Time,Large,Remote,100K-150K,1,1
2022,Applied Data Scientist,157000,US,100,US,Mid-Level,Full-Time,Large,Remote,150K-200K,1,2
2022,Computer Vision Software Engineer,150000,AU,100,AU,Entry-Level,Full-Time,Small,Remote,100K-150K,0,1
2022,Business Data Analyst,70912,CA,50,CA,Mid-Level,Full-Time,Large,Hybrid,50K-100K,0,2
2022,Data Engineer,65000,US,100,US,Entry-Level,Full-Time,Small,Remote,50K-100K,1,1
2022,Machine Learning Engineer,71444,IE,100,IE,Senior,Full-Time,Small,Remote,50K-100K,0,3
2022,Data Analytics Engineer,20000,PK,0,PK,Entry-Level,Full-Time,Medium,On-Site,<50K,0,1
2022,Data Scientist,48000,RU,100,US,Mid-Level,Full-Time,Small,Remote,<50K,1,2
2022,Data Science Manager,152500,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Engineer,68147,FR,100,FR,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Data Scientist,122346,CH,0,CH,Mid-Level,Full-Time,Large,On-Site,100K-150K,0,2
2022,Applied Data Scientist,380000,US,100,US,Senior,Full-Time,Large,Remote,200K+,1,3
2022,Data Scientist,69336,CA,100,CA,Mid-Level,Full-Time,Medium,Remote,50K-100K,0,2
2022,Computer Vision Engineer,10000,PT,100,LU,Entry-Level,Full-Time,Medium,Remote,<50K,0,1
2022,Data Analyst,20000,GR,100,GR,Mid-Level,Full-Time,Small,Remote,<50K,0,2
2022,Data Analytics Lead,405000,US,100,US,Senior,Full-Time,Large,Remote,200K+,1,3
2022,Data Scientist,135000,US,100,US,Mid-Level,Full-Time,Large,Remote,100K-150K,1,2
2022,Applied Data Scientist,177000,US,100,US,Senior,Full-Time,Large,Remote,150K-200K,1,3
2022,Data Scientist,78000,US,100,US,Mid-Level,Full-Time,Medium,Remote,50K-100K,1,2
2022,Data Analyst,135000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,100000,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Analyst,90320,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Analyst,85000,CA,0,CA,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,Data Analyst,75000,CA,0,CA,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,Machine Learning Engineer,214000,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Machine Learning Engineer,192600,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Architect,266400,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Architect,213120,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Analyst,112900,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,155000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Scientist,141300,US,0,US,Mid-Level,Full-Time,Medium,On-Site,100K-150K,1,2
2022,Data Scientist,102100,US,0,US,Mid-Level,Full-Time,Medium,On-Site,100K-150K,1,2
2022,Data Analyst,115934,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,81666,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Engineer,206699,US,0,US,Mid-Level,Full-Time,Medium,On-Site,200K+,1,2
2022,Data Engineer,99100,US,0,US,Mid-Level,Full-Time,Medium,On-Site,50K-100K,1,2
2022,Data Engineer,130000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,115000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,110500,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,130000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,99050,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Engineer,160000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Scientist,205300,US,0,US,Senior,Full-Time,Large,On-Site,200K+,1,3
2022,Data Scientist,140400,US,0,US,Senior,Full-Time,Large,On-Site,100K-150K,1,3
2022,Data Scientist,176000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Scientist,144000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,200100,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
